Fan Usage Time (hours),Fan Power Rating (W),Fan Consumption (kWh),Bulb Usage Time (hours),Bulb Power Rating (W),Bulb Consumption (kWh),Bell Usage Time (hours),Bell Power Rating (W),Bell Consumption (kWh),Socket Usage Time (hours),Socket Power Rating (W),Socket Consumption (kWh),Bill Generated (INR)
188,75,14.1,145,10,1.45,131,5,0.655,139,50,6.95,153.98075
110,75,8.25,302,10,3.02,39,5,0.195,215,50,10.75,147.72975
161,75,12.075,316,10,3.16,50,5,0.25,237,50,11.85,181.77775000000003
56,75,4.2,142,10,1.42,46,5,0.23,213,50,10.65,109.72500000000001
198,75,14.85,111,10,1.11,123,5,0.615,71,50,3.55,133.83125
317,75,23.775,288,10,2.88,100,5,0.5,215,50,10.75,252.06825000000003
179,75,13.425,285,10,2.85,68,5,0.34,99,50,4.95,143.40725
125,75,9.375,106,10,1.06,31,5,0.155,336,50,16.8,182.14350000000002
51,75,3.825,319,10,3.19,140,5,0.7,351,50,17.55,168.01225000000002
278,75,20.85,274,10,2.74,42,5,0.21,269,50,13.45,247.7125
176,75,13.2,120,10,1.2,92,5,0.46,144,50,7.2,146.699
191,75,14.325,329,10,3.29,82,5,0.41,292,50,14.6,216.95625
81,75,6.075,135,10,1.35,121,5,0.605,261,50,13.05,140.18200000000002
173,75,12.975,86,10,0.86,120,5,0.6,321,50,16.05,202.72525000000002
347,75,26.025,333,10,3.33,111,5,0.555,366,50,18.3,320.5965
70,75,5.25,204,10,2.04,112,5,0.56,313,50,15.65,156.275
332,75,24.9,340,10,3.4,117,5,0.585,151,50,7.55,242.29274999999998
180,75,13.5,256,10,2.56,23,5,0.115,130,50,6.5,150.78875
50,75,3.75,187,10,1.87,143,5,0.715,198,50,9.9,107.96275
324,75,24.3,229,10,2.29,36,5,0.18,117,50,5.85,216.923
284,75,21.3,341,10,3.41,45,5,0.225,195,50,9.75,230.65525000000002
182,75,13.65,290,10,2.9,101,5,0.505,101,50,5.05,146.99825
80,75,6.0,76,10,0.76,117,5,0.585,184,50,9.2,110.02425
157,75,11.775,332,10,3.32,121,5,0.605,267,50,13.35,193.1825
304,75,22.8,329,10,3.29,106,5,0.53,130,50,6.5,220.24800000000005
228,75,17.1,308,10,3.08,40,5,0.2,380,50,19.0,261.877
178,75,13.35,98,10,0.98,123,5,0.615,154,50,7.7,150.58925
344,75,25.8,113,10,1.13,30,5,0.15,280,50,14.0,273.182
94,75,7.05,85,10,0.85,99,5,0.495,198,50,9.9,121.66175000000001
202,75,15.15,338,10,3.38,141,5,0.705,103,50,5.15,162.16025
182,75,13.65,171,10,1.71,78,5,0.39,64,50,3.2,126.0175
198,75,14.85,337,10,3.37,85,5,0.425,320,50,16.0,230.38924999999998
279,75,20.925,107,10,1.07,70,5,0.35,328,50,16.4,257.65425000000005
274,75,20.55,129,10,1.29,126,5,0.63,209,50,10.45,218.91800000000003
95,75,7.125,71,10,0.71,56,5,0.28,145,50,7.25,102.17725
298,75,22.35,311,10,3.11,44,5,0.22,77,50,3.85,196.3745
71,75,5.325,345,10,3.45,148,5,0.74,87,50,4.35,92.20225
101,75,7.575,64,10,0.64,142,5,0.71,348,50,17.4,175.06125
242,75,18.15,258,10,2.58,147,5,0.735,306,50,15.3,244.48725000000002
106,75,7.95,127,10,1.27,96,5,0.48,356,50,17.8,182.875
112,75,8.4,160,10,1.6,112,5,0.56,237,50,11.85,149.0265
51,75,3.825,328,10,3.28,143,5,0.715,305,50,15.25,153.4155
157,75,11.775,315,10,3.15,111,5,0.555,92,50,4.6,133.53199999999998
109,75,8.175,178,10,1.78,29,5,0.145,165,50,8.25,122.02750000000002
277,75,20.775,309,10,3.09,50,5,0.25,97,50,4.85,192.61724999999998
184,75,13.8,128,10,1.28,45,5,0.225,64,50,3.2,123.05825
132,75,9.9,71,10,0.71,105,5,0.525,51,50,2.55,91.00524999999999
252,75,18.9,105,10,1.05,100,5,0.5,261,50,13.05,222.775
294,75,22.05,208,10,2.08,128,5,0.64,72,50,3.6,188.66050000000004
262,75,19.65,187,10,1.87,122,5,0.61,330,50,16.5,256.8895
69,75,5.175,111,10,1.11,81,5,0.405,361,50,18.05,164.52100000000002
203,75,15.225,199,10,1.99,124,5,0.62,228,50,11.4,194.41275000000002
292,75,21.9,243,10,2.43,93,5,0.465,212,50,10.6,235.37675
290,75,21.75,222,10,2.22,43,5,0.215,186,50,9.3,222.67525
150,75,11.25,201,10,2.01,70,5,0.35,140,50,7.0,137.0565
275,75,20.625,93,10,0.93,35,5,0.175,367,50,18.35,266.532
104,75,7.8,210,10,2.1,106,5,0.53,269,50,13.45,158.802
183,75,13.725,241,10,2.41,21,5,0.105,283,50,14.15,202.0935
158,75,11.85,329,10,3.29,84,5,0.42,163,50,8.15,157.6715
213,75,15.975,153,10,1.53,51,5,0.255,373,50,18.65,242.1265
172,75,12.9,213,10,2.13,55,5,0.275,241,50,12.05,181.91075000000004
341,75,25.575,51,10,0.51,128,5,0.64,195,50,9.75,242.55875000000003
67,75,5.025,342,10,3.42,85,5,0.425,220,50,11.0,132.1355
125,75,9.375,81,10,0.81,69,5,0.345,175,50,8.75,128.21200000000002
249,75,18.675,335,10,3.35,83,5,0.415,240,50,12.0,229.026
162,75,12.15,99,10,0.99,141,5,0.705,84,50,4.2,119.99925000000002
262,75,19.65,319,10,3.19,135,5,0.675,150,50,7.5,206.24975
153,75,11.475,176,10,1.76,126,5,0.63,223,50,11.15,166.34975
53,75,3.975,154,10,1.54,123,5,0.615,379,50,18.95,166.782
114,75,8.55,224,10,2.24,50,5,0.25,156,50,7.8,125.286
151,75,11.325,153,10,1.53,35,5,0.175,253,50,12.65,170.77200000000002
289,75,21.675,151,10,1.51,75,5,0.375,192,50,9.6,220.51400000000004
303,75,22.725,145,10,1.45,117,5,0.585,356,50,17.8,283.02400000000006
327,75,24.525,65,10,0.65,25,5,0.125,307,50,15.35,270.3225
333,75,24.975,209,10,2.09,95,5,0.475,62,50,3.1,203.75600000000003
80,75,6.0,68,10,0.68,72,5,0.36,66,50,3.3,68.761
250,75,18.75,72,10,0.72,120,5,0.6,273,50,13.65,224.238
147,75,11.025,121,10,1.21,37,5,0.185,321,50,16.05,189.3255
84,75,6.3,154,10,1.54,96,5,0.48,113,50,5.65,92.90050000000001
283,75,21.225,184,10,1.84,42,5,0.21,166,50,8.3,209.97375000000002
51,75,3.825,171,10,1.71,31,5,0.155,292,50,14.6,134.9285
301,75,22.575,229,10,2.29,62,5,0.31,313,50,15.65,271.48625
286,75,21.45,87,10,0.87,96,5,0.48,370,50,18.5,274.645
328,75,24.6,281,10,2.81,88,5,0.44,200,50,10.0,251.70250000000001
143,75,10.725,329,10,3.29,135,5,0.675,126,50,6.3,139.58350000000002
128,75,9.6,340,10,3.4,67,5,0.335,212,50,10.6,159.16775
159,75,11.925,107,10,1.07,41,5,0.205,368,50,18.4,210.14000000000001
291,75,21.825,245,10,2.45,98,5,0.49,349,50,17.45,280.72974999999997
145,75,10.875,202,10,2.02,69,5,0.345,323,50,16.15,195.4435
304,75,22.8,110,10,1.1,133,5,0.665,226,50,11.3,238.50225000000003
289,75,21.675,121,10,1.21,75,5,0.375,306,50,15.3,256.42400000000004
264,75,19.8,260,10,2.6,104,5,0.52,229,50,11.45,228.56050000000005
155,75,11.625,249,10,2.49,129,5,0.645,177,50,8.85,157.00650000000002
183,75,13.725,196,10,1.96,81,5,0.405,213,50,10.65,177.82100000000003
308,75,23.1,175,10,1.75,133,5,0.665,332,50,16.6,280.06475
198,75,14.85,189,10,1.89,116,5,0.58,193,50,9.65,179.3505
56,75,4.2,317,10,3.17,107,5,0.535,324,50,16.2,160.29825000000002
141,75,10.575,179,10,1.79,119,5,0.595,239,50,11.95,165.6515
155,75,11.625,90,10,0.9,130,5,0.65,234,50,11.7,165.41875000000002
253,75,18.975,282,10,2.82,22,5,0.11,248,50,12.4,228.12825
289,75,21.675,245,10,2.45,43,5,0.215,237,50,11.85,240.6635
263,75,19.725,225,10,2.25,104,5,0.52,214,50,10.7,220.74675000000002
231,75,17.325,196,10,1.96,29,5,0.145,110,50,5.5,165.7845
190,75,14.25,115,10,1.15,108,5,0.54,110,50,5.5,142.57600000000002
219,75,16.425,54,10,0.54,145,5,0.725,198,50,9.9,183.47350000000003
334,75,25.05,232,10,2.32,98,5,0.49,235,50,11.75,263.4065
51,75,3.825,69,10,0.69,22,5,0.11,210,50,10.5,100.58125000000001
317,75,23.775,68,10,0.68,24,5,0.12,125,50,6.25,204.98625
144,75,10.8,62,10,0.62,78,5,0.39,207,50,10.35,147.364
235,75,17.625,74,10,0.74,108,5,0.54,348,50,17.4,241.42824999999996
60,75,4.5,209,10,2.09,29,5,0.145,272,50,13.6,135.22775000000001
125,75,9.375,67,10,0.67,138,5,0.69,161,50,8.05,124.92025000000001
308,75,23.1,176,10,1.76,141,5,0.705,130,50,6.5,213.23225
208,75,15.6,346,10,3.46,95,5,0.475,110,50,5.5,166.48275
83,75,6.225,155,10,1.55,21,5,0.105,114,50,5.7,90.307
95,75,7.125,168,10,1.68,106,5,0.53,284,50,14.2,156.50775
192,75,14.4,218,10,2.18,36,5,0.18,83,50,4.15,139.05150000000003
195,75,14.625,128,10,1.28,129,5,0.645,325,50,16.25,218.12
244,75,18.3,221,10,2.21,85,5,0.425,68,50,3.4,161.82775
88,75,6.6,331,10,3.31,134,5,0.67,233,50,11.65,147.82950000000002
111,75,8.325,94,10,0.94,60,5,0.3,159,50,7.95,116.47475000000001
145,75,10.875,56,10,0.56,45,5,0.225,375,50,18.75,202.22650000000002
85,75,6.375,69,10,0.69,70,5,0.35,113,50,5.65,86.88225
75,75,5.625,54,10,0.54,32,5,0.16,255,50,12.75,126.84875
282,75,21.15,239,10,2.39,111,5,0.555,137,50,6.85,205.78425000000001
295,75,22.125,164,10,1.64,127,5,0.635,62,50,3.1,182.87500000000003
76,75,5.7,167,10,1.67,102,5,0.51,394,50,19.7,183.407
133,75,9.975,180,10,1.8,117,5,0.585,206,50,10.3,150.68900000000002
283,75,21.225,324,10,3.24,101,5,0.505,305,50,15.25,267.463
112,75,8.4,300,10,3.0,102,5,0.51,208,50,10.4,148.36150000000004
131,75,9.825,82,10,0.82,61,5,0.305,102,50,5.1,106.73249999999999
180,75,13.5,196,10,1.96,30,5,0.15,301,50,15.05,203.88900000000004
210,75,15.75,187,10,1.87,49,5,0.245,252,50,12.6,202.59225000000004
218,75,16.35,147,10,1.47,119,5,0.595,68,50,3.4,145.06975
262,75,19.65,320,10,3.2,66,5,0.33,89,50,4.45,183.7395
313,75,23.475,52,10,0.52,127,5,0.635,113,50,5.65,201.36200000000002
186,75,13.95,298,10,2.98,29,5,0.145,177,50,8.85,172.40124999999998
230,75,17.25,138,10,1.38,36,5,0.18,358,50,17.9,244.12149999999997
163,75,12.225,281,10,2.81,92,5,0.46,342,50,17.1,216.75675
111,75,8.325,269,10,2.69,141,5,0.705,239,50,11.95,157.4055
128,75,9.6,110,10,1.1,116,5,0.58,218,50,10.9,147.497
334,75,25.05,260,10,2.6,78,5,0.39,139,50,6.95,232.68350000000004
253,75,18.975,158,10,1.58,144,5,0.72,144,50,7.2,189.35875
220,75,16.5,236,10,2.36,97,5,0.485,382,50,19.1,255.65925000000001
297,75,22.275,334,10,3.34,108,5,0.54,274,50,13.7,265.03575
75,75,5.625,138,10,1.38,45,5,0.225,254,50,12.7,132.5345
128,75,9.6,68,10,0.68,137,5,0.685,288,50,14.4,168.67725000000002
200,75,15.0,235,10,2.35,37,5,0.185,311,50,15.55,220.01525
136,75,10.2,319,10,3.19,94,5,0.47,97,50,4.85,124.42150000000001
86,75,6.45,109,10,1.09,75,5,0.375,326,50,16.3,161.02975
129,75,9.675,228,10,2.28,79,5,0.395,340,50,17.0,195.1775
280,75,21.0,167,10,1.67,65,5,0.325,179,50,8.95,212.43425000000002
347,75,26.025,148,10,1.48,104,5,0.52,161,50,8.05,239.89875000000004
192,75,14.4,81,10,0.81,137,5,0.685,214,50,10.7,176.85675
118,75,8.85,285,10,2.85,43,5,0.215,61,50,3.05,99.51725
143,75,10.725,213,10,2.13,96,5,0.48,96,50,4.8,120.59775000000002
232,75,17.4,129,10,1.29,67,5,0.335,227,50,11.35,201.99375
208,75,15.6,139,10,1.39,147,5,0.735,296,50,14.8,216.29125
239,75,17.925,116,10,1.16,20,5,0.1,382,50,19.1,254.59525000000005
342,75,25.65,87,10,0.87,146,5,0.73,189,50,9.45,244.05500000000004
266,75,19.95,157,10,1.57,142,5,0.71,373,50,18.65,271.852
344,75,25.8,179,10,1.79,143,5,0.715,372,50,18.6,311.91825
307,75,23.025,109,10,1.09,36,5,0.18,218,50,10.9,234.04675
210,75,15.75,312,10,3.12,82,5,0.41,197,50,9.85,193.71450000000002
219,75,16.425,133,10,1.33,92,5,0.46,306,50,15.3,222.87475
99,75,7.425,115,10,1.15,123,5,0.615,319,50,15.95,167.181
184,75,13.8,217,10,2.17,27,5,0.135,119,50,5.95,146.66575
63,75,4.725,154,10,1.54,53,5,0.265,363,50,18.15,164.122
289,75,21.675,130,10,1.3,102,5,0.51,294,50,14.7,253.93025000000003
113,75,8.475,275,10,2.75,88,5,0.44,341,50,17.05,190.95475000000002
248,75,18.6,298,10,2.98,111,5,0.555,260,50,13.0,233.64775000000006
344,75,25.8,77,10,0.77,45,5,0.225,323,50,16.15,285.58425
150,75,11.25,121,10,1.21,120,5,0.6,331,50,16.55,196.9065
303,75,22.725,227,10,2.27,56,5,0.28,322,50,16.1,275.14375
141,75,10.575,193,10,1.93,79,5,0.395,58,50,2.9,105.07
91,75,6.825,258,10,2.58,81,5,0.405,70,50,3.5,88.51150000000001
343,75,25.725,281,10,2.81,125,5,0.625,272,50,13.6,284.354
55,75,4.125,155,10,1.55,128,5,0.64,248,50,12.4,124.45475
101,75,7.575,334,10,3.34,112,5,0.56,164,50,8.2,130.83874999999998
305,75,22.875,328,10,3.28,104,5,0.52,76,50,3.8,202.65875000000003
201,75,15.075,141,10,1.41,132,5,0.66,374,50,18.7,238.36925
227,75,17.025,123,10,1.23,73,5,0.365,159,50,7.95,176.6905
172,75,12.9,148,10,1.48,86,5,0.43,351,50,17.55,215.19400000000002
185,75,13.875,321,10,3.21,68,5,0.34,244,50,12.2,197.00625000000002
310,75,23.25,318,10,3.18,51,5,0.255,191,50,9.55,240.96275
212,75,15.9,168,10,1.68,130,5,0.65,68,50,3.4,143.83950000000002
348,75,26.1,175,10,1.75,55,5,0.275,182,50,9.1,247.54625000000001
131,75,9.825,240,10,2.4,94,5,0.47,299,50,14.95,183.83925000000002
87,75,6.525,279,10,2.79,120,5,0.6,72,50,3.6,89.87475
343,75,25.725,111,10,1.11,144,5,0.72,325,50,16.25,291.30325
175,75,13.125,56,10,0.56,69,5,0.345,99,50,4.95,126.21700000000001
152,75,11.4,300,10,3.0,24,5,0.12,78,50,3.9,122.493
336,75,25.2,102,10,1.02,130,5,0.65,101,50,5.05,212.268
163,75,12.225,83,10,0.83,87,5,0.435,148,50,7.4,138.91850000000002
111,75,8.325,56,10,0.56,32,5,0.16,272,50,13.6,150.58925
214,75,16.05,288,10,2.88,91,5,0.455,72,50,3.6,152.85025000000002
129,75,9.675,176,10,1.76,44,5,0.22,165,50,8.25,132.36825000000002
161,75,12.075,211,10,2.11,38,5,0.19,314,50,15.7,199.99874999999997
145,75,10.875,167,10,1.67,70,5,0.35,137,50,6.85,131.30425
176,75,13.2,109,10,1.09,64,5,0.32,177,50,8.85,156.00900000000001
195,75,14.625,299,10,2.99,140,5,0.7,145,50,7.25,170.00725000000003
128,75,9.6,190,10,1.9,87,5,0.435,65,50,3.25,100.98025000000001
330,75,24.75,51,10,0.51,81,5,0.405,336,50,16.8,282.39225000000005
254,75,19.05,206,10,2.06,103,5,0.515,156,50,7.8,195.67625
226,75,16.95,160,10,1.6,26,5,0.13,293,50,14.65,221.6445
278,75,20.85,224,10,2.24,41,5,0.205,209,50,10.45,224.40425000000005
262,75,19.65,302,10,3.02,129,5,0.645,208,50,10.4,224.20475
50,75,3.75,301,10,3.01,100,5,0.5,177,50,8.85,107.1315
143,75,10.725,238,10,2.38,55,5,0.275,316,50,15.8,194.047
288,75,21.6,157,10,1.57,103,5,0.515,250,50,12.5,240.63025000000002
128,75,9.6,223,10,2.23,83,5,0.415,364,50,18.2,202.45925000000003
139,75,10.425,232,10,2.32,108,5,0.54,61,50,3.05,108.62775
62,75,4.65,344,10,3.44,118,5,0.59,317,50,15.85,163.1245
337,75,25.275,149,10,1.49,134,5,0.67,232,50,11.6,259.58275
193,75,14.475,279,10,2.79,50,5,0.25,322,50,16.1,223.53975000000003
222,75,16.65,183,10,1.83,60,5,0.3,122,50,6.1,165.45199999999997
288,75,21.6,56,10,0.56,37,5,0.185,137,50,6.85,194.14675000000003
258,75,19.35,311,10,3.11,30,5,0.15,267,50,13.35,239.13400000000001
345,75,25.875,128,10,1.28,82,5,0.41,282,50,14.1,277.07225
71,75,5.325,244,10,2.44,55,5,0.275,82,50,4.1,80.73100000000001
143,75,10.725,184,10,1.84,24,5,0.12,229,50,11.45,160.49775
140,75,10.5,293,10,2.93,47,5,0.235,202,50,10.1,158.03725
65,75,4.875,269,10,2.69,112,5,0.56,317,50,15.85,159.43375000000003
293,75,21.975,256,10,2.56,76,5,0.38,280,50,14.0,258.78475000000003
167,75,12.525,332,10,3.32,90,5,0.45,90,50,4.5,138.28675
209,75,15.675,324,10,3.24,144,5,0.72,225,50,11.25,205.38524999999998
114,75,8.55,119,10,1.19,94,5,0.47,128,50,6.4,110.4565
203,75,15.225,174,10,1.74,49,5,0.245,121,50,6.05,154.67900000000003
284,75,21.3,332,10,3.32,42,5,0.21,90,50,4.5,195.04450000000003
216,75,16.2,139,10,1.39,45,5,0.225,390,50,19.5,248.14475
249,75,18.675,207,10,2.07,126,5,0.63,224,50,11.2,216.62375000000003
210,75,15.75,111,10,1.11,86,5,0.43,169,50,8.45,171.171
211,75,15.825,264,10,2.64,48,5,0.24,105,50,5.25,159.30075
267,75,20.025,83,10,0.83,118,5,0.59,356,50,17.8,260.97925
348,75,26.1,116,10,1.16,41,5,0.205,279,50,13.95,275.40975000000003
321,75,24.075,251,10,2.51,73,5,0.365,287,50,14.35,274.645
241,75,18.075,60,10,0.6,51,5,0.255,285,50,14.25,220.64700000000002
174,75,13.05,65,10,0.65,32,5,0.16,173,50,8.65,149.69150000000002
129,75,9.675,326,10,3.26,114,5,0.57,201,50,10.05,156.64075
292,75,21.9,102,10,1.02,31,5,0.155,274,50,13.7,244.55375
129,75,9.675,61,10,0.61,38,5,0.19,92,50,4.6,100.24875
330,75,24.75,288,10,2.88,102,5,0.51,163,50,8.15,241.32850000000002
313,75,23.475,171,10,1.71,138,5,0.69,186,50,9.3,233.91375000000005
263,75,19.725,83,10,0.83,64,5,0.32,330,50,16.5,248.54375000000002
340,75,25.5,329,10,3.29,131,5,0.655,255,50,12.75,280.59675000000004
312,75,23.4,290,10,2.9,23,5,0.115,239,50,11.95,255.12724999999998
258,75,19.35,115,10,1.15,121,5,0.605,283,50,14.15,234.44575000000003
150,75,11.25,198,10,1.98,138,5,0.69,157,50,7.85,144.7705
220,75,16.5,302,10,3.02,123,5,0.615,288,50,14.4,229.65775
214,75,16.05,124,10,1.24,134,5,0.67,122,50,6.1,159.99900000000002
193,75,14.475,329,10,3.29,38,5,0.19,83,50,4.15,146.99825000000004
83,75,6.225,339,10,3.39,40,5,0.2,388,50,19.4,194.27974999999998
135,75,10.125,124,10,1.24,22,5,0.11,186,50,9.3,138.15375
140,75,10.5,191,10,1.91,60,5,0.3,229,50,11.45,160.66400000000002
77,75,5.775,314,10,3.14,39,5,0.195,132,50,6.6,104.4715
327,75,24.525,250,10,2.5,127,5,0.635,80,50,4.0,210.53900000000002
77,75,5.775,209,10,2.09,99,5,0.495,353,50,17.65,172.9665
338,75,25.35,238,10,2.38,98,5,0.49,96,50,4.8,219.583
144,75,10.8,93,10,0.93,70,5,0.35,323,50,16.15,187.7295
349,75,26.175,213,10,2.13,103,5,0.515,287,50,14.35,287.08050000000003
179,75,13.425,272,10,2.72,55,5,0.275,233,50,11.65,186.6655
300,75,22.5,213,10,2.13,103,5,0.515,135,50,6.75,212.10175
137,75,10.275,261,10,2.61,125,5,0.625,360,50,18.0,209.54149999999998
345,75,25.875,303,10,3.03,54,5,0.27,390,50,19.5,323.68874999999997
337,75,25.275,154,10,1.54,137,5,0.685,383,50,19.15,310.22249999999997
88,75,6.6,252,10,2.52,146,5,0.73,229,50,11.45,141.64499999999998
132,75,9.9,136,10,1.36,119,5,0.595,70,50,3.5,102.11075000000001
235,75,17.625,237,10,2.37,75,5,0.375,219,50,10.95,208.27800000000002
315,75,23.625,89,10,0.89,127,5,0.635,167,50,8.35,222.775
78,75,5.85,203,10,2.03,102,5,0.51,181,50,9.05,115.97599999999998
267,75,20.025,294,10,2.94,90,5,0.45,182,50,9.1,216.22475000000003
80,75,6.0,270,10,2.7,69,5,0.345,312,50,15.6,163.88925
180,75,13.5,220,10,2.2,83,5,0.415,141,50,7.05,154.04725
96,75,7.2,297,10,2.97,125,5,0.625,147,50,7.35,120.66425000000001
141,75,10.575,330,10,3.3,22,5,0.11,69,50,3.45,115.94275
227,75,17.025,239,10,2.39,44,5,0.22,119,50,5.95,170.14024999999998
248,75,18.6,146,10,1.46,46,5,0.23,226,50,11.3,210.07350000000002
162,75,12.15,188,10,1.88,119,5,0.595,369,50,18.45,219.94875000000002
293,75,21.975,219,10,2.19,82,5,0.41,207,50,10.35,232.25125000000003
173,75,12.975,231,10,2.31,48,5,0.24,317,50,15.85,208.64375
122,75,9.15,278,10,2.78,75,5,0.375,213,50,10.65,152.65075
96,75,7.2,269,10,2.69,116,5,0.58,329,50,16.45,179.01800000000003
233,75,17.475,254,10,2.54,33,5,0.165,154,50,7.7,185.40200000000002
178,75,13.35,110,10,1.1,35,5,0.175,192,50,9.6,161.09625000000003
261,75,19.575,193,10,1.93,101,5,0.505,307,50,15.35,248.44400000000002
339,75,25.425,176,10,1.76,149,5,0.745,326,50,16.3,294.12950000000006
79,75,5.925,332,10,3.32,68,5,0.34,74,50,3.7,88.34525000000001
322,75,24.15,279,10,2.79,86,5,0.43,331,50,16.55,292.06800000000004
94,75,7.05,189,10,1.89,143,5,0.715,146,50,7.3,112.75075
347,75,26.025,254,10,2.54,86,5,0.43,282,50,14.1,286.58175
99,75,7.425,335,10,3.35,145,5,0.725,372,50,18.6,200.16500000000002
349,75,26.175,290,10,2.9,107,5,0.535,248,50,12.4,279.3665
103,75,7.725,227,10,2.27,45,5,0.225,187,50,9.35,130.1405
191,75,14.325,318,10,3.18,25,5,0.125,57,50,2.85,136.192
321,75,24.075,51,10,0.51,65,5,0.325,326,50,16.3,274.04650000000004
134,75,10.05,170,10,1.7,128,5,0.64,333,50,16.65,193.116
101,75,7.575,260,10,2.6,111,5,0.555,251,50,12.55,154.812
69,75,5.175,214,10,2.14,40,5,0.2,159,50,7.95,102.84225
79,75,5.925,163,10,1.63,70,5,0.35,268,50,13.4,141.67825000000002
332,75,24.9,302,10,3.02,140,5,0.7,343,50,17.15,304.3705
215,75,16.125,88,10,0.88,54,5,0.27,58,50,2.9,134.16375
199,75,14.925,103,10,1.03,82,5,0.41,365,50,18.25,230.18974999999998
232,75,17.4,319,10,3.19,50,5,0.25,271,50,13.55,228.69350000000003
340,75,25.5,282,10,2.82,130,5,0.65,268,50,13.4,281.7605
293,75,21.975,165,10,1.65,57,5,0.285,242,50,12.1,239.4665
238,75,17.85,332,10,3.32,131,5,0.655,180,50,9.0,204.98625000000004
123,75,9.225,57,10,0.57,145,5,0.725,231,50,11.55,146.7655
121,75,9.075,306,10,3.06,128,5,0.64,86,50,4.3,113.54875
102,75,7.65,95,10,0.95,61,5,0.305,247,50,12.35,141.34575
96,75,7.2,190,10,1.9,67,5,0.335,104,50,5.2,97.32275000000001
184,75,13.8,207,10,2.07,95,5,0.475,125,50,6.25,150.25675
330,75,24.75,129,10,1.29,71,5,0.355,130,50,6.5,218.75175
143,75,10.725,207,10,2.07,120,5,0.6,338,50,16.9,201.46175
327,75,24.525,179,10,1.79,34,5,0.17,186,50,9.3,237.97025
269,75,20.175,149,10,1.49,76,5,0.38,248,50,12.4,229.05925000000002
147,75,11.025,233,10,2.33,76,5,0.38,278,50,13.9,183.77275000000003
50,75,3.75,155,10,1.55,58,5,0.29,252,50,12.6,120.9635
179,75,13.425,235,10,2.35,118,5,0.59,131,50,6.55,152.38475000000003
133,75,9.975,98,10,0.98,22,5,0.11,153,50,7.65,124.45475
167,75,12.525,126,10,1.26,110,5,0.55,350,50,17.5,211.70275
334,75,25.05,301,10,3.01,66,5,0.33,396,50,19.8,320.4635
296,75,22.2,210,10,2.1,59,5,0.295,161,50,8.05,217.08925000000002
302,75,22.65,111,10,1.11,116,5,0.58,243,50,12.15,242.65849999999998
188,75,14.1,206,10,2.06,29,5,0.145,309,50,15.45,211.17075
287,75,21.525,343,10,3.43,63,5,0.315,152,50,7.6,218.5855
230,75,17.25,227,10,2.27,149,5,0.745,54,50,2.7,152.71725
114,75,8.55,93,10,0.93,41,5,0.205,367,50,18.35,186.43275000000003
273,75,20.475,164,10,1.64,23,5,0.115,163,50,8.15,202.02700000000002
66,75,4.95,156,10,1.56,93,5,0.465,74,50,3.7,70.98875000000001
95,75,7.125,284,10,2.84,80,5,0.4,115,50,5.75,107.16475000000001
276,75,20.7,83,10,0.83,49,5,0.245,73,50,3.65,169.07625
132,75,9.9,298,10,2.98,138,5,0.69,137,50,6.85,135.793
230,75,17.25,332,10,3.32,23,5,0.115,371,50,18.55,260.91275
149,75,11.175,51,10,0.51,54,5,0.27,167,50,8.35,135.02825
344,75,25.8,61,10,0.61,67,5,0.335,320,50,16.0,284.25425000000007
126,75,9.45,205,10,2.05,135,5,0.675,102,50,5.1,114.87875
95,75,7.125,250,10,2.5,127,5,0.635,198,50,9.9,134.06400000000002
141,75,10.575,317,10,3.17,98,5,0.49,116,50,5.8,133.23275
214,75,16.05,303,10,3.03,55,5,0.275,105,50,5.25,163.62325
89,75,6.675,147,10,1.47,110,5,0.55,161,50,8.05,111.35425000000001
52,75,3.9,127,10,1.27,107,5,0.535,327,50,16.35,146.66575
126,75,9.45,313,10,3.13,29,5,0.145,76,50,3.8,109.89125
174,75,13.05,135,10,1.35,95,5,0.475,161,50,8.05,152.45125000000002
286,75,21.45,321,10,3.21,44,5,0.22,121,50,6.05,205.6845
67,75,5.025,230,10,2.3,71,5,0.355,200,50,10.0,117.572
253,75,18.975,177,10,1.77,146,5,0.73,62,50,3.1,163.42375000000004
267,75,20.025,266,10,2.66,67,5,0.335,140,50,7.0,199.633
157,75,11.775,174,10,1.74,67,5,0.335,170,50,8.5,148.62750000000003
271,75,20.325,118,10,1.18,80,5,0.4,78,50,3.9,171.60324999999997
300,75,22.5,327,10,3.27,49,5,0.245,349,50,17.45,289.04225
336,75,25.2,279,10,2.79,94,5,0.47,348,50,17.4,304.969
173,75,12.975,62,10,0.62,48,5,0.24,263,50,13.15,179.45025
113,75,8.475,77,10,0.77,53,5,0.265,375,50,18.75,187.929
257,75,19.275,345,10,3.45,140,5,0.7,367,50,18.35,277.80375
300,75,22.5,320,10,3.2,23,5,0.115,192,50,9.6,235.50975
132,75,9.9,322,10,3.22,139,5,0.695,251,50,12.55,175.32725000000002
298,75,22.35,259,10,2.59,136,5,0.68,214,50,10.7,241.52800000000002
69,75,5.175,150,10,1.5,85,5,0.425,64,50,3.2,68.495
305,75,22.875,70,10,0.7,100,5,0.5,138,50,6.9,205.98375000000001
57,75,4.275,77,10,0.77,136,5,0.68,167,50,8.35,93.59875
186,75,13.95,145,10,1.45,30,5,0.15,323,50,16.15,210.80499999999998
